0.0	C	M1	0	50	67009
0.0	C	M2	0	51	64174
0.0	C	M3	0	52	53715
0.0	C	M4	0	53	93083
0.0	C	M5	0	54	21307
0.0	C	M6	0	55	52726
0.0	C	M7	0	56	47155
0.0	C	M8	0	57	32045
0.0	C	M9	0	58	19224
0.0	C	M10	0	59	20363
0.0	C	M11	0	60	44593
0.0	C	M12	0	61	98123
0.0	C	M13	0	62	65409
0.0	C	M14	0	63	20615
0.0	C	M15	0	64	76832
0.0	C	M16	0	65	49193
0.0	C	M17	0	66	65012
0.0	C	M18	0	67	43656
0.0	C	M19	0	68	81664
0.0	C	M20	0	69	60629
0.0	C	M21	0	70	23351
0.0	C	M22	0	71	20076
0.0	C	M23	0	72	77900
0.0	C	M24	0	73	34363
0.0	C	M25	0	74	11993
43200.0	C	M26	0	75	1768
43200.0	C	M27	0	76	8071
43200.0	C	M28	0	77	10194
43200.0	C	M29	0	78	18824
43200.0	C	M30	0	79	7677
43200.0	C	M31	0	80	17878
43200.0	C	M32	0	81	20069
43200.0	C	M33	0	82	5953
43200.0	C	M34	0	83	98335
43200.0	C	M35	0	84	13863
43200.0	C	M36	0	85	45460
43200.0	C	M37	0	86	76454
43200.0	C	M38	0	87	85846
43200.0	C	M39	0	88	17670
43200.0	C	M40	0	89	64627
43200.0	C	M41	0	90	58484
43200.0	C	M42	0	91	72078
43200.0	C	M43	0	92	1016
43200.0	C	M44	0	93	39209
43200.0	C	M45	0	94	10536
43200.0	C	M46	0	95	7392
43200.0	C	M47	0	96	41385
43200.0	C	M48	0	97	36191
43200.0	C	M49	0	98	39133
43200.0	C	M50	0	99	1460
86400.0	C	M51	0	100	44798
86400.0	C	M52	0	101	33915
86400.0	C	M53	0	102	30365
86400.0	C	M54	0	103	94022
86400.0	C	M55	0	104	47651
86400.0	C	M56	0	105	30677
86400.0	C	M57	0	106	20168
86400.0	C	M58	0	107	46279
86400.0	C	M59	0	108	78150
86400.0	C	M60	0	109	31985
86400.0	C	M61	0	110	64269
86400.0	C	M62	0	111	38126
86400.0	C	M63	0	112	93269
86400.0	C	M64	0	113	92943
86400.0	C	M65	0	114	87491
86400.0	C	M66	0	115	84892
86400.0	C	M67	0	116	39392
86400.0	C	M68	0	117	5933
86400.0	C	M69	0	118	61499
86400.0	C	M70	0	119	62544
86400.0	C	M71	0	120	58704
86400.0	C	M72	0	121	41297
86400.0	C	M73	0	122	46476
86400.0	C	M74	0	123	14118
86400.0	C	M75	0	124	68590
129600.0	C	M76	0	125	75832
129600.0	C	M77	0	126	39559
129600.0	C	M78	0	127	30451
129600.0	C	M79	0	128	77093
129600.0	C	M80	0	129	36073
129600.0	C	M81	0	130	95014
129600.0	C	M82	0	131	97171
129600.0	C	M83	0	132	58596
129600.0	C	M84	0	133	90557
129600.0	C	M85	0	134	45447
129600.0	C	M86	0	135	96775
129600.0	C	M87	0	136	30528
129600.0	C	M88	0	137	7602
129600.0	C	M89	0	138	5832
129600.0	C	M90	0	139	25994
129600.0	C	M91	0	140	66440
129600.0	C	M92	0	141	53017
129600.0	C	M93	0	142	3492
129600.0	C	M94	0	143	50032
129600.0	C	M95	0	144	96999
129600.0	C	M96	0	145	59075
129600.0	C	M97	0	146	41323
129600.0	C	M98	0	147	20681
129600.0	C	M99	0	148	71105
129600.0	C	M100	0	149	36558
172800.0	C	M101	100	0	39224
172800.0	C	M102	100	1	93462
172800.0	C	M103	100	2	52551
172800.0	C	M104	100	3	70982
172800.0	C	M105	100	4	41966
172800.0	C	M106	100	5	32422
172800.0	C	M107	100	6	45329
172800.0	C	M108	100	7	56007
172800.0	C	M109	100	8	46416
172800.0	C	M110	100	9	68940
172800.0	C	M111	100	10	43848
172800.0	C	M112	100	11	37407
172800.0	C	M113	100	12	66911
172800.0	C	M114	100	13	98322
172800.0	C	M115	100	14	89078
172800.0	C	M116	100	15	22707
172800.0	C	M117	100	16	41260
172800.0	C	M118	100	17	43554
172800.0	C	M119	100	18	47497
172800.0	C	M120	100	19	18510
172800.0	C	M121	100	20	65762
172800.0	C	M122	100	21	39317
172800.0	C	M123	100	22	54447
172800.0	C	M124	100	23	82390
172800.0	C	M125	100	24	51605
216000.0	C	M126	100	25	45415
216000.0	C	M127	100	26	25844
216000.0	C	M128	100	27	87742
216000.0	C	M129	100	28	11933
216000.0	C	M130	100	29	81754
216000.0	C	M131	100	30	64945
216000.0	C	M132	100	31	81320
216000.0	C	M133	100	32	59780
216000.0	C	M134	100	33	24581
216000.0	C	M135	100	34	98689
216000.0	C	M136	100	35	11701
216000.0	C	M137	100	36	18077
216000.0	C	M138	100	37	48999
216000.0	C	M139	100	38	66797
216000.0	C	M140	100	39	32678
216000.0	C	M141	100	40	98751
216000.0	C	M142	100	41	79509
216000.0	C	M143	100	42	37014
216000.0	C	M144	100	43	13035
216000.0	C	M145	100	44	53905
216000.0	C	M146	100	45	41127
216000.0	C	M147	100	46	79699
216000.0	C	M148	100	47	76759
216000.0	C	M149	100	48	56896
216000.0	C	M150	100	49	38959
259200.0	C	M151	100	50	39191
259200.0	C	M152	100	51	61419
259200.0	C	M153	100	52	32216
259200.0	C	M154	100	53	87444
259200.0	C	M155	100	54	54878
259200.0	C	M156	100	55	13761
259200.0	C	M157	100	56	39883
259200.0	C	M158	100	57	62031
259200.0	C	M159	100	58	56777
259200.0	C	M160	100	59	44303
259200.0	C	M161	100	60	54684
259200.0	C	M162	100	61	88238
259200.0	C	M163	100	62	98893
259200.0	C	M164	100	63	73749
259200.0	C	M165	100	64	60076
259200.0	C	M166	100	65	71776
259200.0	C	M167	100	66	42827
259200.0	C	M168	100	67	79500
259200.0	C	M169	100	68	84454
259200.0	C	M170	100	69	16646
259200.0	C	M171	100	70	62035
259200.0	C	M172	100	71	27374
259200.0	C	M173	100	72	14647
259200.0	C	M174	100	73	40349
259200.0	C	M175	100	74	93104
302400.0	C	M176	100	75	97817
302400.0	C	M177	100	76	87691
302400.0	C	M178	100	77	29796
302400.0	C	M179	100	78	6860
302400.0	C	M180	100	79	56485
302400.0	C	M181	100	80	85050
302400.0	C	M182	100	81	95238
302400.0	C	M183	100	82	40289
302400.0	C	M184	100	83	15492
302400.0	C	M185	100	84	30260
302400.0	C	M186	100	85	85370
302400.0	C	M187	100	86	16885
302400.0	C	M188	100	87	81513
302400.0	C	M189	100	88	84144
302400.0	C	M190	100	89	49131
302400.0	C	M191	100	90	89546
302400.0	C	M192	100	91	59618
302400.0	C	M193	100	92	39661
302400.0	C	M194	100	93	34410
302400.0	C	M195	100	94	81896
302400.0	C	M196	100	95	85135
302400.0	C	M197	100	96	65006
302400.0	C	M198	100	97	63070
302400.0	C	M199	100	98	4100
302400.0	C	M200	100	99	43790
